1.5724,12.6925
1.5148,11.6903
1.4177,10.5022
1.3863,9.9823
1.4495,10.9455
1.4633,11.1645
1.467,11.2105
1.466,11.1925
1.4627,11.1396
1.4587,11.0678
1.4523,10.955
1.3158,8.6635
1.2901,8.1849
1.376,9.5005
1.3805,9.4591
1.3774,9.3478
1.3758,9.2471
1.3761,9.2025
1.3763,9.1677
1.3746,9.0775
1.3714,8.9009
1.3691,8.6124
1.3651,8.2748
1.3391,8.0346
1.3914,8.4864
1.3722,8.0003
1.2184,6.8208
-0.2768,-0.0064
0.7006,5.081
0.6695,4.9609
0.6236,4.7589
0.525,4.3256
0.6145,4.7135
0.5833,4.5668
0.5608,4.4515
0.5379,4.3291
0.5223,4.2348
0.5269,4.2328
0.508,4.1215
0.4693,3.959
0.5003,4.1609
0.5214,4.13
0.2889,2.4287
-0.1304,-0.1732
-0.0305,0.5332
0.1455,1.5762
0.1435,1.5906
0.1499,1.6351
0.1286,1.4613
0.122,1.4097
0.1168,1.3598
0.112,1.3204
0.1098,1.289
0.1079,1.267
0.109,1.2495
0.1089,1.2324
0.108,1.2086
0.1063,1.1847
0.1048,1.1577
0.1028,1.132
0.102,1.1071
0.1011,1.0834
0.1007,1.0581
0.1003,1.0314
0.1022,1.0155
0.1011,0.976
0.0996,0.9354
0.1,0.9088
0.0981,0.8627
0.097,0.8135
0.0953,0.7652
0.0946,0.7189
0.0945,0.6751
0.0955,0.6346
0.0949,0.5973
0.0962,0.5605
0.0977,0.526
0.0993,0.4922
0.0997,0.4482
0.1006,0.4274
0.1021,0.4073
0.1037,0.3877
0.1059,0.3689
0.1082,0.3504
0.1095,0.3333
0.1117,0.3056
0.1141,0.2887
0.1161,0.2737
0.1193,0.2579
0.1213,0.2429
0.125,0.2282
0.127,0.2152
0.1311,0.2015
0.134,0.1884
0.1379,0.1759
0.142,0.1626
0.1454,0.1498
0.1498,0.1366
0.1537,0.1236
0.158,0.1098
0.1623,0.0961
0.1658,0.0835
0.1699,0.0691
0.1731,0.0542
0.1739,0.0371
0.1722,0.0187
0.1678,0.0024
0.1617,-0.0124
0.1558,-0.0262
0.1546,-0.0287
0.1536,-0.0318
0.1524,-0.0343
0.1502,-0.0364
0.1489,-0.039
0.1477,-0.0418
0.1467,-0.0442
0.1447,-0.0464
0.1435,-0.049
0.1415,-0.0516
0.1407,-0.0546
0.1388,-0.0566
0.1376,-0.0582
0.1358,-0.0621
0.1344,-0.0643
0.132,-0.0686
0.1302,-0.0723
0.1293,-0.0745
0.1268,-0.0793
0.1251,-0.0815
0.123,-0.0857
0.1217,-0.0888
0.1193,-0.0913
0.1179,-0.0943
0.1162,-0.0967
0.115,-0.0996
0.1135,-0.1031
0.1113,-0.1069
0.1082,-0.1107
0.1048,-0.115
0.0987,-0.1195
0.0925,-0.1251
0.086,-0.1312
0.0791,-0.1373
0.0725,-0.1461
0.0656,-0.1546
0.0614,-0.1666
0.0441,-0.2226
0.0147,-0.3205
-0.0049,-0.3494
-0.0021,-0.3318
-0.0021,-0.3178
-0.0021,-0.3019
-0.0034,-0.2905
-0.0148,-0.2753
-0.0286,-0.2227
-0.0376,-0.163
-0.0413,-0.0837
-0.0286,-0.0131
-0.0116,-0.0168
-0.0542,-0.0818
-0.0839,-0.1545
-0.0971,-0.2308
-0.0867,-0.2973
-0.0682,-0.3493
-0.0543,-0.386
-0.0311,-0.4108
-0.0074,-0.4304
0.0102,-0.4502
0.0297,-0.4719
0.0523,-0.4957
0.0734,-0.5201
0.0805,-0.5422
0.0927,-0.5664
0.1219,-0.5952
0.1426,-0.6258
0.1536,-0.6544
0.1687,-0.6797
0.1904,-0.7011
0.211,-0.7197
0.2245,-0.7455
0.2358,-0.7695
0.2536,-0.7897
0.2696,-0.8083
0.2817,-0.8209
0.2906,-0.8194
0.2963,-0.79
0.3014,-0.7226
0.3089,-0.6205
0.3179,-0.4941
0.3283,-0.3488
0.3383,-0.1777
0.3487,0.0207
0.3687,0.2473
0.3945,0.4957
0.4304,0.7576
0.475,1.0146
0.5279,1.2454
0.5871,1.4168
0.6372,1.5099
0.6727,1.5427
0.7003,1.5472
0.7215,1.5399
0.7403,1.5235
0.7547,1.5045
0.7678,1.4821
0.7785,1.4594
0.7872,1.4347
0.7956,1.4094
0.8023,1.3854
0.8085,1.3608
0.8143,1.3322
0.8198,1.3061
0.8236,1.2815
0.8281,1.2547
0.8287,1.2494
0.8299,1.2436
0.8305,1.2383
0.8323,1.2337
0.8324,1.2276
0.8329,1.2227
0.8335,1.2178
0.8348,1.2125
0.8354,1.2076
0.836,1.2024
0.8431,1.1582
0.8475,1.1303
0.8566,1.0645
0.8577,1.0597
0.865,1.0177
0.8675,1.0016
0.8737,0.9595
0.8832,0.8944
0.8871,0.8581
0.8977,0.7954
0.8988,0.7821
0.907,0.7283
0.9171,0.6571
0.9222,0.6241
0.9282,0.579
0.9353,0.5329
0.9416,0.4881
0.954,0.4068
0.9598,0.3692
0.9683,0.3143
0.9797,0.2487
0.998,0.1401
1.016,0.0316
1.0277,-0.0319
1.0335,-0.0682
1.038,-0.0946
1.0442,-0.1318
1.0494,-0.1644
1.0582,-0.2135
1.0632,-0.2414
1.0741,-0.2993
1.0816,-0.3387
1.088,-0.3733
1.0966,-0.4126
1.1059,-0.4552
1.112,-0.4799
1.123,-0.5336
1.1292,-0.5666
1.1344,-0.5967
1.1409,-0.6381
1.1505,-0.683
1.1637,-0.7316
1.177,-0.7758
1.1936,-0.8252
1.2041,-0.8495
1.2253,-0.9293
