1.6018,13.435
1.5761,12.9178
1.529,12.1992
1.4874,11.554
1.4777,11.3989
1.4744,11.3447
1.4729,11.3164
1.4714,11.2901
1.4696,11.2595
1.4672,11.2184
1.464,11.1632
1.4232,10.4758
1.4142,10.3081
1.4074,10.152
1.4016,10.0054
1.3966,9.8671
1.3922,9.7348
1.3889,9.6235
1.3863,9.5257
1.3837,9.4257
1.381,9.3045
1.3784,9.142
1.3752,8.9415
1.3658,8.7376
1.3767,8.7196
1.3622,8.4377
1.3251,8.0549
0.8744,5.836
0.8438,5.7016
0.8127,5.569
0.7778,5.4158
0.727,5.1939
0.7107,5.1227
0.6902,5.0297
0.6694,4.9321
0.6485,4.832
0.6297,4.7372
0.6167,4.667
0.598,4.5685
0.5779,4.4742
0.5741,4.464
0.5663,4.3877
0.4949,3.8854
0.3673,3.0897
0.3476,2.931
0.321,2.7343
0.3068,2.6163
0.2867,2.4489
0.2682,2.2719
0.2652,2.2407
0.2625,2.2094
0.2597,2.1788
0.2572,2.1474
0.2546,2.1161
0.2524,2.0847
0.2502,2.0538
0.248,2.0227
0.2461,1.9924
0.2443,1.962
0.2426,1.9323
0.2413,1.903
0.2401,1.8742
0.239,1.8449
0.2381,1.8151
0.2378,1.7881
0.2367,1.7548
0.2359,1.7213
0.2358,1.6925
0.2352,1.6586
0.235,1.6244
0.2348,1.5908
0.2351,1.558
0.2357,1.5262
0.2367,1.4955
0.2379,1.4658
0.2396,1.4366
0.2416,1.408
0.244,1.3798
0.2465,1.3523
0.2482,1.3349
0.25,1.3177
0.252,1.3006
0.2543,1.2837
0.2567,1.267
0.2591,1.2506
0.2618,1.2344
0.2647,1.2185
0.2676,1.203
0.271,1.1875
0.2746,1.1722
0.2785,1.1573
0.2824,1.1428
0.2868,1.1284
0.2911,1.1143
0.2959,1.1005
0.3008,1.0868
0.3055,1.0735
0.3106,1.0603
0.3157,1.0473
0.321,1.034
0.3263,1.0205
0.3313,1.0067
0.3359,0.9918
0.3393,0.9757
0.3406,0.9586
0.3395,0.9416
0.3368,0.9258
0.3326,0.9113
0.3279,0.8977
0.3269,0.895
0.3257,0.8919
0.3246,0.8891
0.3233,0.8863
0.3221,0.8834
0.3206,0.8799
0.3193,0.8765
0.3176,0.8733
0.3161,0.8698
0.3141,0.8657
0.3124,0.8617
0.3104,0.8578
0.3082,0.8535
0.3059,0.8486
0.3036,0.8439
0.3007,0.8381
0.2979,0.8325
0.2948,0.8264
0.2913,0.8196
0.2875,0.8127
0.2834,0.8051
0.2791,0.7971
0.2742,0.7885
0.2692,0.7791
0.2639,0.7693
0.2585,0.7588
0.253,0.7475
0.2471,0.7356
0.2411,0.7232
0.2348,0.7103
0.2279,0.697
0.221,0.6833
0.2142,0.6694
0.2076,0.6554
0.2015,0.6415
0.1955,0.6276
0.1899,0.6136
0.1841,0.6005
0.1785,0.5882
0.176,0.5939
0.1801,0.6117
0.1837,0.627
0.1872,0.6426
0.1913,0.6579
0.1956,0.6729
0.2004,0.6875
0.2061,0.7001
0.213,0.7122
0.2242,0.7218
0.238,0.7124
0.2464,0.6884
0.2569,0.6672
0.2702,0.649
0.2875,0.6364
0.306,0.6295
0.324,0.6277
0.3416,0.6296
0.3591,0.6343
0.3763,0.6409
0.3933,0.6487
0.4098,0.6575
0.4258,0.6674
0.4383,0.6791
0.4521,0.6915
0.4708,0.7036
0.4864,0.7162
0.4988,0.73
0.5122,0.7454
0.527,0.7623
0.5413,0.7804
0.556,0.8049
0.5703,0.8319
0.5863,0.861
0.6023,0.8929
0.6178,0.9274
0.6329,0.9644
0.6481,1.0039
0.6626,1.0455
0.6769,1.0888
0.6908,1.1338
0.7047,1.1795
0.7186,1.2268
0.7321,1.2747
0.7468,1.3245
0.7616,1.374
0.7781,1.4245
0.7962,1.4717
0.8163,1.5107
0.8377,1.532
0.8564,1.5295
0.8708,1.5111
0.8827,1.4847
0.8927,1.4548
0.9019,1.4222
0.9099,1.389
0.9174,1.3548
0.9244,1.3204
0.9307,1.2856
0.937,1.2508
0.9431,1.2162
0.949,1.1816
0.9548,1.1458
0.9605,1.1107
0.9658,1.076
0.9713,1.0409
0.9719,1.0366
0.9726,1.0322
0.9732,1.0279
0.974,1.0236
0.9746,1.0194
0.9751,1.0153
0.9757,1.0111
0.9765,1.0068
0.9771,1.0026
0.9777,0.9984
0.9838,0.9584
0.989,0.9241
0.9954,0.8808
1.0004,0.8481
1.0065,0.8098
1.0119,0.7758
1.0172,0.741
1.0247,0.6928
1.0291,0.6614
1.0365,0.6164
1.041,0.5874
1.0475,0.5464
1.0544,0.5026
1.0598,0.4684
1.0663,0.4277
1.0718,0.3939
1.0775,0.3586
1.0854,0.3112
1.0917,0.2748
1.0977,0.2393
1.1037,0.2051
1.11,0.1693
1.1177,0.1258
1.1233,0.0949
1.1306,0.0546
1.1368,0.0216
1.1437,-0.0141
1.1502,-0.0482
1.1575,-0.0853
1.1637,-0.1156
1.1714,-0.1539
1.178,-0.1857
1.1846,-0.2186
1.1915,-0.2513
1.1984,-0.2848
1.2045,-0.3122
1.2118,-0.347
1.2175,-0.3739
1.2234,-0.4013
1.229,-0.428
1.2354,-0.4572
1.2422,-0.4864
1.2486,-0.5134
1.2554,-0.5403
1.2602,-0.5582
1.2677,-0.5872
